Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	p53 signaling pathway	1/73	0.1487648739435042	0.3299835359238548	0	0	6.422480620155039	12.237319088031208	IGFBP3
KEGG_2021_Human	PPAR signaling pathway	1/74	0.150644448918388	0.3299835359238548	0	0	6.334182860783689	11.989549470419256	OLR1
KEGG_2021_Human	RIG-I-like receptor signaling pathway	1/70	0.1431017268229008	0.3299835359238548	0	0	6.702730030333671	13.031444542830537	MAP3K1
KEGG_2021_Human	Th17 cell differentiation	1/107	0.2104453154980022	0.3367125047968035	0	0	4.354980254497587	6.787364952351219	TGFBR1
KEGG_2021_Human	Toxoplasmosis	1/112	0.2191394488033207	0.3430008763878063	0	0	4.157762413576367	6.311678755648487	ITGA6
KEGG_2021_Human	Neurotrophin signaling pathway	1/119	0.2311542374213349	0.3541086190284279	0	0	3.90973590855341	5.726473271660819	MAP3K1
KEGG_2021_Human	Phagosome	1/152	0.2854049469133012	0.3669492174599588	0	0	3.050207916217465	3.824491729488428	OLR1
KEGG_2021_Human	Gastric cancer	1/149	0.2806318423383693	0.3669492174599588	0	0	3.1125078566939037	3.955099957755491	TGFBR1
KEGG_2021_Human	Phospholipase D signaling pathway	1/148	0.2790338944959962	0.3669492174599588	0	0	3.133839582344566	4.000101846576225	KITLG
KEGG_2021_Human	Ubiquitin mediated proteolysis	1/140	0.2661248183396091	0.3669492174599588	0	0	3.315542914505605	4.389082018941132	MAP3K1
KEGG_2021_Human	Cell adhesion molecules	1/148	0.2790338944959962	0.3669492174599588	0	0	3.133839582344566	4.000101846576225	ITGA6
KEGG_2021_Human	Apelin signaling pathway	1/137	0.2612259075978302	0.3669492174599588	0	0	3.3891928864569083	4.549549837140044	TGFBR1
KEGG_2021_Human	FoxO signaling pathway	1/131	0.2513320201385109	0.3669492174599588	0	0	3.5466905187835422	4.897910178444639	TGFBR1
KEGG_2021_Human	Osteoclast differentiation	1/127	0.2446642793946973	0.3669492174599588	0	0	3.6600221483942414	5.152829146574183	TGFBR1
KEGG_2021_Human	Fluid shear stress and atherosclerosis	1/139	0.2644953860722752	0.3669492174599588	0	0	3.339737108190091	4.441621487710582	KDR
KEGG_2021_Human	Hippo signaling pathway	1/163	0.3026429796742476	0.3681130561057996	0	0	2.8415159345391903	3.396183973967116	TGFBR1
KEGG_2021_Human	Wnt signaling pathway	1/166	0.3072732956921061	0.3681130561057996	0	0	2.789429175475687	3.291575837390745	ROR1
KEGG_2021_Human	cGMP-PKG signaling pathway	1/167	0.3088100470966722	0.3681130561057996	0	0	2.772485289997198	3.25775041106474	PRKG2
KEGG_2021_Human	Hepatocellular carcinoma	1/168	0.3103434666219868	0.3681130561057996	0	0	2.755744325302883	3.2244292995634027	TGFBR1
KEGG_2021_Human	Tight junction	1/169	0.3118735614229691	0.3681130561057996	0	0	2.7392026578073088	3.1916023157590008	MAP3K1
KEGG_2021_Human	Axon guidance	1/182	0.3314654226672993	0.384927587613638	0	0	2.5407940382885776	2.805625524721628	SEMA6A
KEGG_2021_Human	Lipid and atherosclerosis	1/215	0.3787828406671987	0.4328946750482271	0	0	2.145403173223212	2.082740704791468	OLR1
KEGG_2021_Human	Thermogenesis	1/232	0.4018647299908645	0.4520978212397226	0	0	1.985804892781637	1.810338655251533	PRKG2
KEGG_2021_Human	Calcium signaling pathway	1/240	0.4124346918725366	0.4531216182189968	0	0	1.918555998832344	1.6992217050600205	KDR
KEGG_2021_Human	Shigellosis	1/246	0.420242152000325	0.4531216182189968	0	0	1.871001423825344	1.6220163778705048	PFN2
KEGG_2021_Human	Salmonella infection	1/249	0.4241077698176029	0.4531216182189968	0	0	1.8480870217554388	1.5852293206908663	PFN2
KEGG_2021_Human	Endocytosis	1/252	0.4279481949846081	0.4531216182189968	0	0	1.8257203743166868	1.5495858830857483	TGFBR1
KEGG_2021_Human	Cytokine-cytokine receptor interaction	1/295	0.4803198959686182	0.5012033697063842	0	0	1.5552918841955388	1.1405001223197426	TGFBR1
KEGG_2021_Human	Amyotrophic lateral sclerosis	1/364	0.5547206166373164	0.5675705945263803	0	0	1.2552373630597733	0.7396996860510702	PFN2
KEGG_2021_Human	Alzheimer disease	1/369	0.5596876696024028	0.5675705945263803	0	0	1.237866531850354	0.7184285012543811	BACE2
KEGG_2021_Human	Olfactory transduction	1/440	0.624640176911221	0.624640176911221	0	0	1.0339036923239922	0.486533894964438	PRKG2
