Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	FoxO signaling pathway	1/131	0.2313493452484371	0.3494939438380439	0	0	3.911242603550296	5.725380155504451	TGFBR1
KEGG_2021_Human	Apelin signaling pathway	1/137	0.2405885068605034	0.3494939438380439	0	0	3.737556561085973	5.324774409818904	TGFBR1
KEGG_2021_Human	Fluid shear stress and atherosclerosis	1/139	0.2436440969216835	0.3494939438380439	0	0	3.683017465626161	5.200592797166493	KDR
KEGG_2021_Human	Phagosome	1/152	0.2632152544883726	0.3527084410144193	0	0	3.3637289862455426	4.489848682625761	OLR1
KEGG_2021_Human	Breast cancer	1/147	0.2557470305611029	0.3527084410144193	0	0	3.47980330172111	4.744943156365505	NOTCH2
KEGG_2021_Human	Gastric cancer	1/149	0.258743135211638	0.3527084410144193	0	0	3.4324324324324325	4.640372218861292	TGFBR1
KEGG_2021_Human	Hippo signaling pathway	1/163	0.2793890688796572	0.3574136063152773	0	0	3.1335865780310224	3.99579278859102	TGFBR1
KEGG_2021_Human	Wnt signaling pathway	1/166	0.283739690105335	0.3574136063152773	0	0	3.076146076146076	3.87501519910826	ROR1
KEGG_2021_Human	Hepatocellular carcinoma	1/168	0.2866258653430932	0.3574136063152773	0	0	3.03899892522647	3.797464736411	TGFBR1
KEGG_2021_Human	Tight junction	1/169	0.2880646976272384	0.3574136063152773	0	0	3.0207570207570207	3.759544107658122	MAP3K1
KEGG_2021_Human	Axon guidance	1/182	0.3065139844556428	0.3733897628823285	0	0	2.801954951126222	3.3132890292877493	SEMA6A
KEGG_2021_Human	Chemokine signaling pathway	1/192	0.3203877297288659	0.3833210337827503	0	0	2.6539132769499263	3.02074609054973	CCL3L3
KEGG_2021_Human	Human cytomegalovirus infection	1/225	0.3642779492478806	0.41678331346691	0	0	2.259157509157509	2.281383339982565	CCL3L3
KEGG_2021_Human	Regulation of actin cytoskeleton	1/218	0.3552051661080872	0.41678331346691	0	0	2.3328606876993976	2.414650138949604	PFN2
KEGG_2021_Human	Ras signaling pathway	1/232	0.3732262184047306	0.41678331346691	0	0	2.18992118992119	2.15832185244748	KDR
KEGG_2021_Human	Chemical carcinogenesis	1/239	0.3820516392091229	0.41678331346691	0	0	2.12475759534583	2.0444406923273624	NOTCH2
KEGG_2021_Human	Calcium signaling pathway	1/240	0.3833024812967893	0.41678331346691	0	0	2.115760111576011	2.0288676064450133	KDR
KEGG_2021_Human	Shigellosis	1/246	0.390755855617776	0.41678331346691	0	0	2.0633176347462063	1.938842477418669	PFN2
KEGG_2021_Human	Salmonella infection	1/249	0.3944495334964719	0.41678331346691	0	0	2.0380479735318446	1.895922807013433	PFN2
KEGG_2021_Human	Endocytosis	1/252	0.3981213740579439	0.41678331346691	0	0	2.013382367964041	1.8543218594389608	TGFBR1
KEGG_2021_Human	MicroRNAs in cancer	1/310	0.4649894708467135	0.4792968391804584	0	0	1.6306530578375238	1.248657115542351	NOTCH2
KEGG_2021_Human	Amyotrophic lateral sclerosis	1/364	0.5207000827957623	0.5255625640556755	0	0	1.3842622024440203	0.9033432951185436	PFN2
KEGG_2021_Human	Alzheimer disease	1/369	0.5255625640556755	0.5255625640556755	0	0	1.3651059085841697	0.8781535734431768	BACE2
