mirna	target_gene	score
hsa-miR-548t-5p	STK17B	0.17458598
hsa-miR-24-2-5p	TNFAIP8	0.17456438
hsa-miR-5682	SVIL	0.17455238
hsa-miR-5692b	VEGFC	0.1745509
hsa-miR-6510-5p	RNF122	0.17454523
hsa-miR-4326	GABRG1	0.17453465
hsa-miR-6828-3p	JARID2	0.1745213
hsa-miR-449b-5p	LEF1	0.17447418
hsa-miR-508-3p	KLF4	0.17445247
hsa-miR-6133	PLXNA4	0.1744282
hsa-miR-548h-3p	ALK	0.17440936
hsa-miR-548an	ZNRF3	0.17439675
hsa-miR-4325	KLRC2	0.17436141
hsa-miR-4492	ACVRL1	0.17435436
hsa-miR-3184-5p	SLC6A9	0.17435226
hsa-miR-3922-5p	CKS1B	0.17431346
hsa-miR-5004-3p	KCND2	0.17429109
hsa-miR-548g-3p	DCC	0.17428544
hsa-miR-5692a	RANBP3L	0.17427595
hsa-miR-21-5p	AKAP12	0.17426898
hsa-miR-6506-3p	FYB1	0.17418842
hsa-miR-3916	CDH12	0.1741656
hsa-miR-12125	SPRED3	0.17416102
hsa-miR-9985	FOSB	0.17414206
hsa-miR-3166	PREX2	0.17414008
hsa-miR-454-3p	ZIC5	0.17409717
hsa-miR-4682	EN2	0.1740701
hsa-miR-544a	FAT4	0.174046
hsa-miR-1296-5p	ZNF521	0.17403492
hsa-miR-500a-3p	FNDC3B	0.17401701
hsa-miR-3148	DCX	0.17399634
hsa-miR-513a-3p	PCDH11X	0.17398271
hsa-miR-3910	FZD8	0.1739733
hsa-miR-5006-3p	NXPH1	0.17395443
hsa-miR-5009-5p	PALMD	0.17393425
hsa-miR-466	DNAJB4	0.17393382
hsa-miR-146a-3p	SIX4	0.17391635
hsa-miR-4256	F13A1	0.17390773
hsa-miR-548f-3p	INHBB	0.17384855
hsa-miR-3065-3p	COL19A1	0.17384101
hsa-miR-6724-5p	PAG1	0.17383045
hsa-miR-548e-5p	BACH2	0.17378381
hsa-miR-3613-5p	TMEM47	0.17375825
hsa-miR-329-3p	PDE3A	0.17374301
hsa-miR-548an	COL11A1	0.17373928
hsa-miR-641	RBMS3	0.17373686
hsa-miR-4795-3p	C9orf153	0.17372333
hsa-miR-8080	NR4A3	0.1736595
hsa-miR-6790-5p	RASSF9	0.17363611
hsa-miR-548as-5p	IGF2BP3	0.17361644
hsa-miR-27b-3p	FOXO1	0.1735943
hsa-miR-6768-5p	MAP3K8	0.17359152
hsa-miR-939-5p	LRRC25	0.1735399
hsa-miR-6876-5p	FRZB	0.1735335
hsa-miR-210-5p	NPNT	0.17348632
hsa-miR-6888-5p	TC2N	0.17342585
hsa-miR-5700	TYRP1	0.17340524
hsa-miR-6866-3p	CAVIN2	0.17333461
hsa-miR-4439	ICOS	0.17333037
hsa-miR-29a-3p	COL11A1	0.17331243
hsa-miR-4699-5p	CLEC7A	0.17327212
hsa-miR-4422	SOSTDC1	0.1732428
hsa-miR-3174	EPHA7	0.17324036
hsa-miR-4796-5p	SHROOM3	0.17323714
hsa-let-7c-5p	LIMD2	0.17323154
hsa-miR-520d-5p	SHISA3	0.1732171
hsa-miR-1286	ALPK1	0.17320949
hsa-miR-561-3p	ANGPT2	0.1732044
hsa-miR-320a-5p	CD300E	0.17310624
hsa-miR-526b-3p	S1PR1	0.1730904
hsa-miR-4743-3p	C9orf153	0.17308721
hsa-miR-520d-5p	CHODL	0.17305781
hsa-miR-515-3p	TENM3	0.17302234
hsa-miR-4774-3p	ENTREP1	0.17301583
hsa-miR-660-5p	SMOC1	0.17300977
hsa-miR-5703	CDC20B	0.17299253
hsa-miR-7154-3p	PLEKHH2	0.1729796
hsa-miR-4477b	SOX9	0.17289907
hsa-miR-6732-3p	CXCL8	0.17287597
hsa-miR-374b-3p	NR2F2	0.17286381
hsa-miR-181c-5p	PRTG	0.17284559
hsa-miR-3934-5p	DCC	0.17284146
hsa-miR-4789-3p	PLCB4	0.17283581
hsa-miR-4509	EFEMP1	0.17282803
hsa-miR-548ar-5p	ANXA2	0.17281137
hsa-miR-6788-5p	FABP4	0.1728083
hsa-miR-300	HHIP	0.17276798
hsa-miR-9902	PRTG	0.17276527
hsa-miR-449b-3p	FGF13	0.17273133
hsa-miR-548f-5p	BNC2	0.17272785
hsa-miR-5692b	DISC1	0.17267635
hsa-miR-5002-5p	NR5A2	0.17265595
hsa-miR-548aw	IL1R1	0.17264588
hsa-miR-6529-3p	CSRP2	0.1725855
hsa-miR-4766-5p	VGLL3	0.17255186
hsa-miR-3680-3p	HOXC13	0.17254332
hsa-miR-6805-3p	KLHL29	0.17254248
hsa-miR-3922-5p	JARID2	0.17250569
hsa-miR-4528	GJA3	0.17248385
hsa-miR-548c-3p	ZFP36L2	0.17247905
hsa-miR-6089	ABTB2	0.17247114
hsa-miR-3059-5p	MAOA	0.17246069
hsa-miR-26b-5p	CPED1	0.17243534
hsa-miR-1323	PRKD1	0.17240657
hsa-miR-5195-3p	DACH1	0.17239459
hsa-miR-4528	CCL2	0.17238483
hsa-miR-98-5p	GPCPD1	0.17236681
hsa-miR-27b-3p	GEM	0.17236538
hsa-miR-548ae-5p	CYBRD1	0.1723561
hsa-miR-6825-5p	CABLES1	0.17230594
hsa-miR-539-3p	TPH2	0.17229234
hsa-miR-3978	IL1R1	0.17226969
hsa-miR-9718	COL4A1	0.17226155
hsa-miR-4429	SNTB1	0.17225869
hsa-miR-7703	TREM1	0.17223345
hsa-miR-3688-3p	KCNIP4	0.17222242
hsa-miR-6741-5p	SAMD4A	0.17220014
hsa-miR-6739-5p	DGKH	0.17217807
hsa-miR-4770	CA8	0.1721772
hsa-miR-4652-3p	PTGS2	0.17215149
hsa-miR-6778-3p	CPM	0.17213131
hsa-miR-570-5p	EPSTI1	0.17209402
hsa-miR-5008-5p	ARHGEF15	0.17204173
hsa-miR-1301-5p	LRAT	0.172011
hsa-miR-190a-3p	PRTG	0.1719485
hsa-miR-624-3p	OGN	0.17191097
hsa-miR-5190	TNFAIP8	0.17190479
hsa-miR-30b-5p	CDCA7	0.17190275
hsa-miR-10523-5p	FOS	0.17186715
hsa-miR-134-5p	ACSBG1	0.17181824
hsa-miR-4768-5p	CAVIN2	0.17181511
hsa-miR-5682	COL1A1	0.17177613
hsa-miR-5192	TRPM3	0.1717707
hsa-miR-4441	PLXNA2	0.17175876
hsa-miR-6768-5p	ZNF124	0.1717553
hsa-miR-670-3p	SCN9A	0.17173785
hsa-miR-195-5p	ADAMTS6	0.17171971
hsa-miR-498-3p	DCX	0.17167702
hsa-miR-12136	VIM	0.17167684
hsa-miR-1305	TENM3	0.17160608
hsa-miR-6893-5p	PDE3A	0.17159285
hsa-miR-3200-5p	ATF3	0.1714568
hsa-let-7c-5p	SRGAP1	0.17145565
hsa-miR-5583-3p	TNFRSF11B	0.17144857
hsa-miR-4733-5p	ERBB4	0.17144115
hsa-miR-3667-3p	CLMP	0.1714408
hsa-miR-10393-5p	RGS20	0.17141941
hsa-miR-548f-3p	HS3ST3A1	0.17139606
hsa-miR-4668-5p	EPHA3	0.17139016
hsa-miR-570-5p	HSPA4L	0.17137748
hsa-miR-3652	SEMA6C	0.17133087
hsa-miR-4306	PCP4	0.1713181
hsa-miR-4695-3p	GPR75	0.17128766
hsa-miR-10a-3p	THEMIS	0.17127427
hsa-miR-922	GPR156	0.1712483
hsa-miR-885-3p	PFN2	0.17123798
hsa-miR-1324	CDC14A	0.17123748
hsa-miR-6076	PCSK5	0.17118277
hsa-miR-450b-5p	CP	0.17115808
hsa-miR-27b-3p	EPS8	0.1711503
hsa-miR-8060	TRDN	0.17114732
hsa-miR-6763-5p	VCAN	0.17110726
hsa-miR-548as-5p	ABI3BP	0.1710907
hsa-miR-186-5p	MCC	0.1710734
hsa-miR-29a-3p	EOMES	0.17100677
hsa-miR-11399	ADGRV1	0.17097087
hsa-miR-548au-5p	ABI3BP	0.17096865
hsa-miR-4261	VGLL3	0.17096369
hsa-miR-96-5p	ZIC2	0.17096053
hsa-miR-2278	TYRP1	0.17095542
hsa-miR-27a-3p	ARHGEF26	0.17091008
hsa-miR-1827	PCSK5	0.17088589
hsa-miR-4722-5p	DSPP	0.17087466
hsa-miR-5696	PTGS2	0.17084503
hsa-miR-5003-5p	GAS2L3	0.17080544
hsa-miR-5006-5p	MRC1	0.1707917
hsa-miR-4762-3p	TBX18	0.17077595
hsa-miR-29b-3p	COL15A1	0.17075765
hsa-miR-7159-3p	TRDN	0.17073992
hsa-miR-519c-3p	EMX2	0.1707177
hsa-miR-3613-5p	SLC26A7	0.17066884
hsa-miR-190a-3p	PLSCR4	0.17066847
hsa-miR-4446-5p	BNC2	0.17060402
hsa-miR-4768-3p	DCX	0.1704934
hsa-miR-34a-5p	HTR2C	0.17047098
hsa-miR-142-5p	MTFR1	0.17046379
hsa-miR-548ac	TMPRSS15	0.17042217
hsa-miR-3140-3p	ST18	0.17040977
hsa-miR-1914-5p	EMX2	0.17034484
hsa-miR-4760-5p	CCL7	0.1703071
hsa-miR-4434	ADARB2	0.17028193
hsa-miR-4666a-5p	TNFAIP8	0.17025134
hsa-miR-33b-3p	PLBD1	0.170245
hsa-miR-548aq-3p	EREG	0.17023297
hsa-miR-5089-5p	FGB	0.17020977
hsa-miR-6842-3p	PCSK6	0.17020157
hsa-miR-4795-3p	COL11A1	0.17019783
hsa-miR-4271	FADS2	0.17018263
hsa-miR-3942-3p	MAB21L1	0.17013164
hsa-miR-891a-3p	EPHA7	0.17011377
hsa-miR-4254	C10orf105	0.1701102
hsa-miR-5680	DISC1	0.1700679
hsa-miR-4667-3p	GRAP2	0.17002748
hsa-miR-2467-5p	CIITA	0.17000605
hsa-miR-6857-3p	NPL	0.169981
hsa-miR-154-5p	LYVE1	0.16995877
hsa-miR-214-3p	CSF1	0.16994485
hsa-miR-376b-3p	MT2A	0.16991375
hsa-miR-136-5p	SIX4	0.16989636
hsa-miR-6754-3p	CALCR	0.16986914
hsa-miR-516a-3p	F3	0.16985454
hsa-miR-3919	MMP8	0.1698139
hsa-miR-31-5p	TENM4	0.1697761
hsa-miR-146a-3p	SLC26A7	0.16977078
hsa-miR-4723-5p	RBMS3	0.1697542
hsa-miR-4306	SRGAP2	0.16974035
hsa-miR-548o-5p	CYBRD1	0.16972438
hsa-miR-4259	STMN2	0.16971695
hsa-miR-1258	MS4A1	0.16969937
hsa-miR-146b-3p	HSPA4L	0.16968274
hsa-miR-548e-5p	ARF6	0.16967112
hsa-miR-2115-3p	CXCL8	0.16962549
hsa-miR-4524b-5p	RNF144B	0.16959296
hsa-miR-6760-5p	RGS5	0.16954981
hsa-miR-186-5p	RHBDF2	0.16954058
hsa-miR-19b-2-5p	FHL5	0.16951403
hsa-miR-548k	ADAMTS1	0.16949455
hsa-miR-20b-5p	CYBRD1	0.16947995
hsa-miR-548bb-3p	HOXD13	0.16947067
hsa-miR-204-5p	MEIS2	0.16946162
hsa-miR-30b-5p	DGKH	0.16942093
hsa-miR-5692a	EPHA3	0.16941738
hsa-miR-146a-3p	FOXC1	0.16940339
hsa-miR-340-5p	SLC7A11	0.16938227
hsa-miR-6892-3p	LMNTD1	0.1693796
hsa-miR-548ab	ABI3BP	0.16935268
hsa-miR-541-5p	NCAN	0.16931039
hsa-miR-544a	CRIM1	0.16929235
hsa-miR-202-5p	LPAR1	0.1692441
hsa-miR-6504-5p	CA10	0.16922878
hsa-miR-4757-5p	BACH2	0.16922551
hsa-miR-4794	SYNE2	0.16921414
hsa-miR-4534	SRPX	0.16915704
hsa-miR-182-5p	FOXF2	0.16914512
hsa-miR-762	ACVRL1	0.16912293
hsa-miR-4718	IGFBP7	0.1691043
hsa-miR-3147	MYO1F	0.16906317
hsa-miR-7156-5p	NR4A3	0.16905144
hsa-miR-6806-3p	IGF2BP3	0.16901472
hsa-miR-548t-5p	FAT2	0.16898823
hsa-miR-891b	KLRC2	0.16898666
hsa-miR-148b-5p	NHLH2	0.16897377
hsa-miR-7160-5p	MEIS2	0.16896245
hsa-miR-576-3p	NHLH2	0.16896018
hsa-miR-656-3p	MBL2	0.16895126
hsa-miR-548a-5p	PREX2	0.16892613
hsa-miR-1297	PLEKHG1	0.16889806
hsa-miR-196b-5p	HMGA2	0.168885
hsa-miR-4477a	TFPI2	0.16885515
hsa-miR-3120-5p	ADGRF5	0.16884243
hsa-miR-4668-3p	ASGR1	0.16883466
hsa-miR-320e	DAB2	0.16879673
hsa-miR-3662	HHIP	0.1687751
hsa-miR-4306	GPX3	0.1687138
hsa-miR-555	PDE3A	0.16871278
hsa-miR-642a-3p	BCOR	0.16870372
hsa-miR-5692a	FUT1	0.16868827
hsa-miR-632	ZC3HAV1	0.16858582
hsa-miR-548au-3p	TOX	0.1685788
hsa-miR-613	SLC38A3	0.16857076
hsa-miR-4786-5p	STK32A	0.16856913
hsa-miR-5691	KCNMB2	0.16856901
hsa-miR-2681-3p	SLC30A1	0.16855033
hsa-miR-30a-5p	ADAMTS6	0.16849913
hsa-miR-320d	SNTB1	0.16844282
hsa-miR-5008-3p	SLC1A2	0.1684281
hsa-miR-204-5p	STON2	0.16842744
hsa-miR-885-5p	LCP1	0.16842185
hsa-miR-8066	MGP	0.16841769
hsa-miR-200a-3p	IQCJ-SCHIP1	0.16841213
hsa-miR-3185	MYCT1	0.16841108
hsa-miR-378a-5p	SLC7A11	0.16840945
hsa-miR-320d	KITLG	0.16839895
hsa-miR-520d-5p	ID4	0.16838825
hsa-miR-514b-3p	EGFR	0.16827925
hsa-miR-4436a	HEG1	0.16823776
hsa-miR-1250-3p	GPR34	0.16822338
hsa-miR-92a-3p	SOSTDC1	0.16821955
hsa-miR-190a-3p	ZFP36	0.16821577
hsa-miR-499b-3p	TRDN	0.16820468
hsa-miR-6783-3p	PLXDC2	0.16818437
hsa-miR-4643	RIMKLB	0.16817254
hsa-miR-4733-5p	ROBO1	0.16814815
hsa-miR-514a-5p	NEFL	0.16813894
hsa-miR-676-5p	RND3	0.16813597
hsa-miR-4660	CA8	0.16811247
hsa-miR-450b-5p	PLCB4	0.16807973
hsa-miR-5003-5p	NEUROD1	0.16798587
hsa-miR-8070	ZNF331	0.16798146
hsa-miR-519a-3p	NRP2	0.16798043
hsa-miR-548e-5p	SGCZ	0.16797793
hsa-miR-1248	SLC2A10	0.16795932
hsa-miR-939-3p	CISH	0.16793853
hsa-miR-892c-3p	DISC1	0.16793661
hsa-miR-9903	GPC6	0.1679192
hsa-miR-577	RANBP3L	0.16788171
hsa-miR-6835-3p	XBP1	0.16786733
hsa-miR-365a-3p	TRHDE	0.16784345
hsa-miR-6511b-5p	BNC2	0.1678354
hsa-miR-4763-3p	HBEGF	0.16781873
hsa-miR-185-3p	LRRC32	0.16778699
hsa-miR-605-5p	VGLL3	0.16778028
hsa-miR-2052	CNTNAP2	0.1677779
hsa-miR-548aa	TBX3	0.16775641
hsa-miR-1245b-5p	TMPRSS3	0.16772158
hsa-miR-6868-5p	COBLL1	0.16770658
hsa-miR-892c-3p	TNFSF13B	0.16769491
hsa-miR-4673	KCNE4	0.16764642
hsa-miR-1301-3p	DPP10	0.16763271
hsa-miR-548f-5p	YES1	0.16762835
hsa-miR-6868-3p	GATA2	0.1676273
hsa-miR-5688	LRRC25	0.16756931
hsa-miR-3074-5p	TGFBR2	0.16756685
hsa-miR-373-3p	CYBRD1	0.1675371
hsa-miR-548j-5p	FZD7	0.16745713
hsa-miR-1323	CLEC7A	0.16739587
hsa-miR-6827-3p	F3	0.16737078
hsa-miR-887-5p	SPI1	0.1673696
hsa-miR-5002-5p	CD163	0.167363
hsa-miR-520a-3p	EDNRB	0.16735208
hsa-miR-6804-3p	IGSF3	0.16725938
hsa-miR-4749-3p	GAL3ST4	0.16719174
hsa-miR-548aa	MANSC1	0.16718063
hsa-miR-1913	TRABD2B	0.1671223
hsa-miR-3143	EDNRA	0.16711102
hsa-miR-126-5p	NCAN	0.16708654
hsa-miR-6529-3p	HAVCR2	0.1670764
hsa-miR-532-3p	TRABD2B	0.16707005
hsa-miR-664a-3p	CYBB	0.1670564
hsa-miR-6844	TNFAIP8	0.16704577
hsa-miR-520d-5p	MECOM	0.16704248
hsa-miR-6754-5p	CCL22	0.16702205
hsa-miR-4688	GYPB	0.16699953
hsa-miR-6884-5p	SFRP5	0.16697304
hsa-miR-12127	MPEG1	0.16696464
hsa-miR-7159-3p	MPIG6B	0.16696136
hsa-miR-519d-3p	TRDN	0.16696067
hsa-miR-95-5p	STAB1	0.16691059
hsa-miR-320e	TMEM47	0.1668909
hsa-miR-4773	LHCGR	0.1668555
hsa-miR-27b-3p	SMOC2	0.16685529
hsa-miR-186-5p	ITGA6	0.16684726
hsa-miR-4790-3p	LHFPL3	0.16684365
hsa-miR-27a-3p	HSPH1	0.16683535
hsa-miR-9-3p	MDK	0.16681705
hsa-miR-548y	NTF3	0.16680364
hsa-miR-6130	DCX	0.16675998
hsa-miR-4753-3p	FZD2	0.16674279
hsa-miR-4684-3p	MID1	0.16673681
hsa-miR-126-5p	PF4	0.16670397
hsa-miR-767-5p	KLF2	0.16669554
hsa-miR-517-5p	ARHGAP11A	0.16668814
hsa-miR-4503	MS4A7	0.16666763
hsa-miR-374a-5p	ETS2	0.16664222
hsa-miR-3619-5p	NFATC2	0.16663955
hsa-miR-6511b-5p	FCER1G	0.16654819
hsa-miR-186-5p	ZNRF3	0.16649194
hsa-miR-6764-3p	TRABD2B	0.16644295
hsa-miR-130b-3p	MDFIC	0.16642134
hsa-miR-6772-5p	NR4A3	0.16641988
hsa-miR-877-3p	ATP11C	0.16641366
hsa-miR-1587	TAGLN	0.16640379
hsa-miR-6817-3p	CDH19	0.1663597
hsa-miR-5688	BNC2	0.16634806
hsa-miR-323a-3p	CKS2	0.16631632
hsa-miR-5680	GRIK1	0.16630568
hsa-miR-124-3p	ZFP36L2	0.16629231
hsa-miR-559	ABI3BP	0.16625258
hsa-miR-520e-3p	ZNRF3	0.16620389
hsa-miR-939-5p	TAL1	0.16619885
hsa-miR-374b-5p	PDE7B	0.16617408
hsa-miR-548az-5p	STX11	0.16614595
hsa-miR-27a-3p	EFNB2	0.16611716
hsa-miR-6738-3p	CA12	0.16610353
hsa-miR-4740-5p	PCDHGA2	0.16609523
hsa-miR-8067	LPP	0.16609077
hsa-miR-202-3p	EVI2B	0.16609064
hsa-miR-1182	NPSR1	0.16608249
hsa-miR-1305	COL25A1	0.16608137
hsa-miR-450b-3p	RFC3	0.16605738
hsa-miR-6889-3p	CSRP2	0.16602644
hsa-miR-12133	GPC3	0.16601732
hsa-miR-27a-3p	NHLH2	0.16601524
hsa-miR-216a-3p	LTBP1	0.16601303
hsa-miR-487a-5p	PDZRN3	0.16601028
hsa-miR-3124-3p	TRDN	0.16596094
hsa-miR-4530	SCD	0.16594847
hsa-miR-4477b	DGKH	0.16592355
hsa-miR-3617-5p	SOX6	0.16588746
hsa-miR-539-5p	HSPB1	0.1658845
hsa-miR-365a-3p	UNC5D	0.16587254
hsa-miR-4659b-3p	SERPINE2	0.1658553
hsa-let-7g-5p	CD59	0.16577764
hsa-miR-4759	NID1	0.1657167
hsa-miR-4713-5p	CD36	0.16569439
hsa-miR-493-5p	NFKBIA	0.16568996
hsa-miR-6515-3p	GRM8	0.16568759
hsa-miR-3613-5p	LHFPL6	0.16564451
hsa-miR-561-3p	CEBPB	0.16563773
hsa-miR-432-5p	TENT5C	0.16558143
hsa-miR-5692c	VEGFC	0.1655367
hsa-miR-3661	SNX7	0.16553643
hsa-miR-8078	KCNH8	0.16548951
hsa-miR-5703	NHSL1	0.16545609
hsa-miR-513b-5p	ERBB4	0.16545504
hsa-miR-4768-5p	PARD3B	0.1654177
hsa-miR-27b-3p	COL19A1	0.16533248
hsa-miR-138-5p	FOXC1	0.16532463
hsa-miR-155-5p	CARD11	0.16530623
hsa-miR-627-3p	DGKH	0.16528046
hsa-miR-8061	VCAN	0.16526967
hsa-miR-4665-5p	PCDHGA2	0.16526079
hsa-miR-4742-3p	MYO16	0.16525124
hsa-miR-4774-5p	ZNF124	0.1652204
hsa-miR-4282	BTG1	0.16516204
hsa-miR-3185	MFGE8	0.16515736
hsa-miR-335-3p	COL1A2	0.16512844
hsa-miR-1245b-3p	ADAMTS9	0.16510768
hsa-miR-6739-5p	EBF3	0.16510232
hsa-miR-10393-5p	HTR2C	0.16506676
hsa-miR-98-3p	CENPE	0.16506417
hsa-miR-4799-5p	EFEMP1	0.16504768
hsa-miR-140-3p	LHFPL2	0.1650223
hsa-miR-488-3p	LHFPL3	0.16500008
hsa-miR-302b-3p	ITGB4	0.16499832
hsa-miR-6885-3p	PRDM6	0.16499324
hsa-miR-3976	DTL	0.16496809
hsa-miR-548ad-5p	ABI3BP	0.16495876
hsa-miR-3907	ERBB4	0.16494277
hsa-miR-8485	PLA2G4A	0.16488813
hsa-miR-6764-5p	PREX2	0.16479805
hsa-miR-627-3p	RORB	0.16477749
hsa-miR-3654	GATA2	0.16477573
hsa-miR-6796-5p	IGF2	0.16472393
hsa-miR-320d	GRIK1	0.16471294
hsa-miR-8054	MAP3K7CL	0.16469865
hsa-miR-22-3p	EMX2	0.16469438
hsa-miR-573	KCNMB2	0.16469096
hsa-miR-7110-3p	CBS	0.1646183
hsa-miR-4311	DCX	0.16461681
hsa-miR-146b-3p	RGS20	0.16460137
hsa-miR-4690-5p	CD8B	0.16455185
hsa-miR-34c-5p	LEF1	0.16453312
hsa-miR-4652-3p	DISC1	0.16451146
hsa-miR-4796-5p	SNTB1	0.16444466
hsa-miR-6756-5p	IGF2	0.16444121
hsa-miR-449b-5p	KLF4	0.16440435
hsa-miR-186-5p	TGFBR3	0.16438979
hsa-miR-548d-3p	DNAJB4	0.16433054
hsa-miR-2052	COL8A1	0.16430308
hsa-miR-27a-3p	HEG1	0.16429086
hsa-miR-7152-5p	TMPRSS15	0.16427583
hsa-miR-3664-3p	LRRC61	0.16421725
hsa-miR-338-3p	KCND2	0.16418006
hsa-miR-4261	BNC2	0.1641776
hsa-miR-4680-3p	HS3ST5	0.16416636
hsa-miR-3617-5p	ROBO1	0.16416484
hsa-miR-1825	NRP1	0.16414073
hsa-miR-6763-5p	NEUROD2	0.1641063
hsa-miR-1914-5p	ST18	0.16409922
hsa-miR-331-3p	DUSP5	0.16408487
hsa-miR-3149	EPHA7	0.1640617
hsa-miR-29c-3p	LAMA2	0.16405055
hsa-miR-548h-5p	KLRD1	0.16400823
hsa-miR-485-3p	CD36	0.1640061
hsa-miR-7107-3p	SOX11	0.16399361
hsa-miR-7159-5p	FOXC1	0.16398877
hsa-miR-7151-5p	GBE1	0.16398317
hsa-miR-1200	DIO2	0.16397507
hsa-miR-9718	BCL6	0.16395998
hsa-miR-4715-5p	HDC	0.16395901
hsa-miR-2115-3p	MTFR1	0.16393115
hsa-miR-8485	PLAU	0.16391824
hsa-miR-219a-1-3p	CD83	0.16389312
hsa-miR-548e-5p	BHLHE22	0.16388407
hsa-miR-548j-3p	SOST	0.1638812
hsa-miR-4306	TSHR	0.16385788
hsa-miR-4644	CXCL9	0.16383791
hsa-miR-5699-5p	LPCAT1	0.16379583
hsa-miR-5003-5p	SPP1	0.16379516
hsa-miR-7159-3p	CA8	0.1637352
hsa-miR-8061	LGR4	0.16372085
hsa-miR-21-5p	C7	0.1637176
hsa-miR-186-5p	ANGPT2	0.16367035
hsa-miR-1-3p	SFRP1	0.1636695
hsa-miR-6816-3p	EPHA7	0.163634
hsa-miR-3666	STON2	0.1635994
hsa-miR-199b-5p	MAB21L1	0.16349983
hsa-miR-559	FZD7	0.16349645
hsa-miR-634	THBS1	0.16347487
hsa-miR-4795-3p	CDCA7	0.16344279
hsa-miR-330-5p	MTMR8	0.16343592
hsa-miR-3143	STK17B	0.16339435
hsa-miR-376a-2-5p	CXCL8	0.16336834
hsa-miR-519c-3p	GJA1	0.16331843
hsa-miR-4667-5p	PCDHGA2	0.16325313
hsa-miR-8056	RFC3	0.16319445
hsa-miR-5683	CD59	0.16319104
hsa-miR-4293	MTFR1	0.16316229
hsa-miR-548aw	G0S2	0.16305847
hsa-miR-3064-5p	CA10	0.16301446
hsa-miR-4490	FAT4	0.16295746
hsa-miR-4671-3p	NPNT	0.1629478
hsa-miR-4261	ACAN	0.16292796
hsa-miR-6845-3p	LHFPL6	0.1629187
hsa-miR-29a-5p	SYNPR	0.16291206
hsa-miR-548e-5p	PCDH11X	0.16288827
hsa-miR-7108-3p	HSPB8	0.16286178
hsa-miR-125b-5p	ABCC4	0.16285981
hsa-miR-3606-5p	MYH11	0.1628388
hsa-miR-6871-3p	IQCJ-SCHIP1	0.16280757
hsa-miR-30d-5p	ADAM12	0.16279645
hsa-miR-1827	STON2	0.16276339
hsa-miR-4692	HEG1	0.16275413
hsa-miR-374a-5p	ZNF423	0.16274948
hsa-miR-3940-5p	ZNRF3	0.16272947
hsa-miR-363-3p	HS3ST5	0.16271055
hsa-miR-1267	MDFIC	0.16268131
hsa-miR-8067	CBLB	0.16266008
hsa-miR-767-5p	COL11A1	0.16264479
hsa-miR-6842-3p	TRABD2B	0.16263515
hsa-miR-203a-5p	EPHA3	0.16263133
hsa-miR-1305	STAP1	0.16262795
hsa-miR-556-3p	CYBRD1	0.16261691
hsa-miR-5706	IFI6	0.16261472
hsa-miR-26b-5p	COL1A2	0.162594
hsa-miR-6763-5p	SVIL	0.16258948
hsa-miR-8070	AQP4	0.16257885
hsa-miR-892c-5p	SOD2	0.16256873
hsa-miR-3927-3p	ZNRF3	0.16256171
hsa-miR-4295	HS3ST5	0.16252491
hsa-miR-519a-3p	RORB	0.16252394
hsa-miR-129-5p	ADCY2	0.16250181
hsa-miR-6722-3p	CHST15	0.16250004
hsa-miR-5698	MPZ	0.16248652
hsa-miR-335-3p	MXRA5	0.16248457
hsa-miR-5007-3p	BCOR	0.16243619
hsa-miR-454-3p	SIX4	0.16242707
hsa-miR-6768-5p	FCGR3A	0.16237608
hsa-miR-6867-3p	GLI3	0.16233028
hsa-miR-627-3p	MGP	0.16231821
hsa-miR-510-3p	EMX2	0.16224378
hsa-miR-5698	FADS2	0.1622185
hsa-miR-4524b-3p	TOX	0.16221721
hsa-miR-3680-3p	S1PR3	0.16219191
hsa-miR-4675	GRAP2	0.16206016
hsa-miR-4448	GRID2	0.16201799
hsa-miR-10393-5p	RANBP3L	0.16201703
hsa-miR-6870-5p	IL17RD	0.16197738
hsa-miR-5006-3p	BCL11B	0.16193798
hsa-miR-130a-3p	DIAPH3	0.16188271
hsa-miR-5688	PDE11A	0.16187562
hsa-miR-4528	TRDN	0.16186583
hsa-miR-146a-3p	PCSK5	0.16185483
hsa-miR-3184-3p	NHSL1	0.16185352
hsa-miR-202-3p	STON2	0.16180107
hsa-miR-6505-3p	S1PR3	0.16180103
hsa-miR-5698	MEX3A	0.16177982
hsa-miR-6504-3p	CTSS	0.16175953
hsa-miR-17-5p	S1PR1	0.16173987
hsa-miR-3182	CYBB	0.16173066
hsa-miR-5011-5p	TBX3	0.16172758
hsa-miR-539-3p	UGT8	0.1616932
hsa-miR-5193	C10orf105	0.16169198
hsa-miR-5584-3p	TMSB4X	0.16169065
hsa-miR-320a-5p	FABP7	0.16167764
hsa-miR-1245b-3p	RBMS3	0.16167574
hsa-miR-4472	IGF2	0.16165742
hsa-miR-548aj-5p	ROBO1	0.16164361
hsa-miR-509-3-5p	GPR85	0.1616234
hsa-miR-125b-5p	RREB1	0.16159102
hsa-miR-501-5p	FOXC1	0.16157456
hsa-miR-486-5p	DCC	0.16156048
hsa-miR-655-3p	CSTA	0.16154061
hsa-miR-10398-5p	RASSF8	0.16151106
hsa-miR-30a-5p	DGKH	0.16150206
hsa-miR-548ae-3p	SOST	0.16149268
hsa-miR-4736	SAMSN1	0.16149026
hsa-miR-6849-5p	ZNF124	0.16148877
