mirna	Astrocyte	B_cell	CD4_T	CD8_T	Microglia	Monocyte	NK_cell	Oligodendrocyte	T_cell	Th17	Treg
hsa-miR-485-3p	0.002017431892454624	0.0033604917116463184	0.004166126251220703	0.0014967601746320724	0.002900001360103488	0.0020815604366362095	0.0019049077527597547	0.003069693921133876	0.00010906526586040854	9.50418907450512e-05	0.000345157110132277
hsa-miR-485-5p	8.565459211240523e-06	1.1394699868105818e-05	1.5777928638271987e-05	6.7758714976662304e-06	1.8312392057850957e-05	8.72340751811862e-06	8.523188625986222e-06	9.80587356025353e-06	6.714074061164865e-06	4.2007344745798036e-05	1.8591204934637062e-05
hsa-miR-486-3p	4.601303589879535e-05	3.955283682444133e-05	5.78859617235139e-05	0.00010147366265300661	7.08287043380551e-05	3.876670234603807e-05	2.8151853257440962e-05	2.8532893338706344e-05	3.2703093893360347e-05	6.423862214433029e-05	2.7439164114184678e-05
hsa-miR-486-5p	5.985974894429091e-06	1.0007274795498233e-05	1.2970302122994326e-05	9.184798727801535e-06	7.262551662279293e-06	8.039523891056888e-06	1.0374755220254883e-05	5.192678145249374e-06	1.0417573321319651e-05	1.9363318642717786e-05	1.2207532563479617e-05
hsa-miR-487a-3p	1.0802042197610717e-05	5.716516170650721e-06	2.114397648256272e-05	5.205699926591478e-05	1.3872389899916016e-05	5.854742539668223e-06	1.4917772205080837e-05	1.9484179574646987e-05	2.894444696721621e-05	1.8005888705374673e-05	4.852121492149308e-06
hsa-miR-487a-5p	9.678330388851464e-05	0.00010187889711232856	2.2872971385368146e-05	8.105294546112418e-05	7.188509334810078e-05	9.964041964849457e-06	3.695038321893662e-05	0.0001461367792217061	3.626979378168471e-05	0.00015041197184473276	8.970429917098954e-05
hsa-miR-487b-5p	3.265047780587338e-05	1.5354797142208554e-05	1.8777982404571958e-05	3.3997290302067995e-05	2.7529024009709246e-05	4.401445494295331e-06	2.262165435240604e-05	4.548577271634713e-05	1.4447247849602718e-05	4.791669925907627e-05	2.261664849356748e-05
hsa-miR-488-3p	2.99399516734411e-06	6.699178811686579e-06	1.5591505871270783e-05	1.7841754015535116e-05	4.657804765884066e-06	3.8957787182880566e-06	1.2502335266617592e-05	3.864926384267164e-06	5.005465936847031e-06	4.203643129585544e-06	8.643060937174596e-06
hsa-miR-488-5p	1.8959390217787586e-05	3.544342325767502e-05	3.057125286431983e-05	2.6612884539645165e-05	4.3880521843675524e-05	1.6161295206984505e-05	5.689516547136009e-05	3.237149212509394e-05	1.1664012163237203e-05	4.3711574107874185e-05	3.127607851638459e-05
hsa-miR-489-3p	2.0811125068576075e-05	1.1961747077293694e-05	2.9465541956597008e-05	2.5823930627666414e-05	1.6056377717177384e-05	1.4078826097829733e-05	2.1999447199050337e-05	1.1242622349527664e-05	2.3958020392456092e-05	1.8872387954615988e-05	1.0383877452113666e-05
hsa-miR-490-3p	1.3512983514374355e-06	2.266511955895112e-06	2.042102323684958e-06	2.264657496198197e-06	2.2050608095014468e-06	1.360668875349802e-06	1.5525179151154589e-06	2.0377899545565015e-06	2.5365252440678887e-06	9.52470827542129e-07	1.830089786380995e-06
hsa-miR-490-5p	4.7850999180809595e-06	3.296757768112002e-06	1.8521628589951433e-05	5.3638250392396e-06	5.370593953557545e-06	1.8332686977373669e-06	7.840588295948692e-06	6.98803387422231e-06	4.519400135905016e-06	3.3783885555749293e-06	1.8517923763283761e-06
hsa-miR-491-3p	6.867974298074841e-05	3.7090554542373866e-05	5.5054104450391605e-05	6.949223461560905e-05	5.620991578325629e-05	3.583530997275375e-05	3.820167330559343e-05	8.052731573116034e-05	4.412879206938669e-05	0.00012996689474675804	3.515475691528991e-05
hsa-miR-491-5p	1.9529763903847197e-06	2.4928656330303056e-06	4.16386410506675e-06	1.0198525160376448e-05	4.452974280866329e-06	3.0103053632046795e-06	2.2603871911996976e-06	2.327258698642254e-06	3.724820771822124e-06	4.016865659650648e-06	5.267955202725716e-06
hsa-miR-492	1.084979999177449e-06	3.940738793062337e-07	1.8848951413019677e-06	3.371558932485641e-06	5.789885904050607e-07	1.180435447167838e-06	2.7516480258782394e-06	1.9611190964496927e-06	1.2772472928190837e-06	1.8429761894367402e-06	6.443502229558362e-07
hsa-miR-493-3p	1.3063852293271339e-06	1.9529340988810873e-06	6.468289484473644e-06	2.1428802483569598e-06	1.5105398460946162e-06	2.3193624656414613e-06	3.532354185153963e-06	1.8668247321329545e-06	2.657500772329513e-06	2.6116540539078414e-06	2.40347162616672e-06
hsa-miR-493-5p	2.4245187887572683e-05	6.922593456692994e-05	7.685260789003223e-05	2.3694643459748477e-05	7.860413461457938e-05	7.30205065337941e-05	5.913202039664611e-05	2.282424975419417e-05	3.771427145693451e-05	3.251172893214971e-05	7.982956594787538e-05
hsa-miR-494-3p	3.371090133441612e-05	3.123259375570342e-05	7.013200229266658e-05	0.00010142431710846722	1.9639521269709803e-05	3.7918089219601825e-05	3.805933738476597e-05	5.911206244491041e-05	5.267947926768102e-05	1.1723225725290831e-05	1.529796645627357e-05
hsa-miR-494-5p	3.872622528433567e-06	5.10531890540733e-06	9.792444870981853e-06	4.0444360820401926e-06	1.4480494883173378e-06	5.150062861503102e-06	2.967894261018955e-06	1.9836470528389327e-06	2.6409072688693414e-06	7.674222615605686e-06	1.3775834304396994e-06
hsa-miR-495-3p	0.00011519771942403167	0.00011531783093232661	0.0002136298717232421	0.000170259372680448	0.00016904926451388747	6.654732715105638e-05	0.00010610781464492902	0.00010153158655157313	3.742506305570714e-05	7.563745020888746e-05	8.861598325893283e-05
hsa-miR-495-5p	5.968593086436158e-06	5.861211320734583e-06	9.470748409512453e-06	5.790040177089395e-06	5.261026217340259e-06	2.7513151508173905e-06	7.564789029856911e-06	4.2833735278691165e-06	8.309185432153754e-06	4.903351964458125e-06	4.3755039769166615e-06
hsa-miR-496	1.8282613382325508e-05	6.623977242270485e-05	2.2861710021970794e-05	1.6207475709961727e-05	2.2779535356676206e-05	5.810816219309345e-05	1.4962482964619994e-05	5.532040449907072e-05	7.252735667861998e-05	1.5700490621384233e-05	5.526641325559467e-05
hsa-miR-497-3p	0.00016419036546722054	8.052310295170173e-05	0.00021045163157396019	0.00015228308620862663	0.00015141825133468956	0.00019626427092589438	0.00020631235383916646	3.685108822537586e-05	8.135339885484427e-05	4.920945502817631e-05	0.0001129143638536334
hsa-miR-497-5p	0.00010225828737020493	3.909439328708686e-05	0.00010720198770286515	0.00023487739963456988	3.3493241062387824e-05	7.064835517667234e-05	0.00012261011579539627	0.00012895795225631446	0.00012004858581349254	9.728095028549433e-05	4.417260061018169e-05
hsa-miR-498-3p	4.125327177462168e-05	1.4679554624308366e-05	5.82133507123217e-05	4.055794852320105e-05	2.6063440600410104e-05	7.232484676933382e-06	2.1859390471945517e-05	2.518861583666876e-05	1.0881219168368261e-05	1.3119359209667891e-05	3.38201571139507e-05
hsa-miR-498-5p	0.00016210731700994074	1.759639781084843e-05	5.70341398997698e-05	5.212876567384228e-05	2.219742236775346e-05	0.0001215422889799811	8.052568591665477e-05	3.8737853174097836e-05	0.0001126430943259038	3.808390101767145e-05	0.00014775704767089337
hsa-miR-4999-3p	1.918646194098983e-05	2.6643843739293516e-05	0.00011528962932061404	0.00010828403901541606	8.415516640525311e-05	0.00012886944750789553	6.473800749517977e-05	4.539913425105624e-05	0.0001605060970177874	3.49524816556368e-05	1.790245732991025e-05
hsa-miR-4999-5p	0.00012522675388026983	0.00012567800877150148	0.0001409244432579726	0.00010252701758872718	0.00017891181050799787	4.1376504668733105e-05	0.0001858631439972669	0.0001246445463038981	0.0002112278452841565	0.00012305023847147822	9.546217188471928e-05
hsa-miR-499a-3p	6.574460712727159e-05	9.62759877438657e-05	0.00015204421652015299	0.00025826977798715234	6.790536281187087e-05	0.00017061161634046584	3.785553781199269e-05	6.943968764971942e-05	0.0001884457014966756	3.594581357901916e-05	6.112537812441587e-05
hsa-miR-499a-5p	8.969176633399911e-06	5.337227321433602e-06	6.8921135607524775e-06	2.5647943402873352e-05	4.873539182881359e-06	4.388110028230585e-06	4.381533926789416e-06	6.060156010789797e-06	8.617956154921558e-06	9.602686986909248e-06	6.034644229657715e-06
hsa-miR-499b-3p	2.7249352569924667e-06	5.417900410975562e-06	1.0554426808084827e-05	2.4114056941471063e-05	6.950464012334123e-06	6.940218554518651e-06	5.020313437853474e-06	4.146498213231098e-06	5.312620942277135e-06	3.709145403263392e-06	7.05024922353914e-06
hsa-miR-499b-5p	2.2340389477903955e-05	4.687900855060434e-06	3.4396376577205956e-05	5.022237746743485e-05	5.321020580595359e-05	2.450397369102575e-05	1.6656460502417758e-05	3.0596889700973406e-05	7.124941475922242e-05	9.537967343931086e-06	1.0318084605387412e-05
hsa-miR-5000-3p	1.3406195193965686e-06	3.1980987387214554e-06	6.420462796086213e-06	8.337549843417946e-06	5.218507794779725e-06	3.4038914691336686e-06	2.0485924778768094e-06	2.13304883800447e-06	3.019133600901114e-06	2.2360170532920165e-06	4.37016797150136e-06
hsa-miR-5000-5p	1.6625016314719687e-06	1.5946703797453665e-06	3.0404762583202682e-06	2.3536324533779407e-06	1.5067990943862242e-06	1.5098678431968438e-06	1.3363051039050333e-06	1.5695646879976266e-06	2.261536110381712e-06	1.3246772141428664e-06	2.5496642592770513e-06
hsa-miR-5001-3p	3.193461452610791e-05	1.9049439288210124e-05	3.335170913487673e-05	6.169967673486099e-05	2.185215453209821e-05	4.1269038774771616e-05	2.8446387659641914e-05	1.953104765561875e-05	2.4354680135729723e-05	3.8457015762105584e-05	2.558330561441835e-05
hsa-miR-5001-5p	1.1509848718560534e-06	1.0815339237524313e-06	2.7557914563658414e-06	1.2643396303246845e-06	1.8776565866573947e-06	7.214916877273936e-07	1.5581166508127353e-06	7.540945716755232e-07	2.0397926618898055e-06	1.193992034131952e-06	2.1055047909612767e-06
hsa-miR-5002-3p	1.106640775105916e-05	7.971171726239845e-06	2.2905072910361923e-05	2.6854451789404266e-05	1.5282630556612276e-05	1.5265559341059998e-05	5.393399078457151e-06	9.456724001211114e-06	7.814625860191882e-06	1.29863456095336e-05	1.116864132200135e-05
hsa-miR-5002-5p	9.01606836123392e-05	1.3612245311378501e-05	1.5373512724181637e-05	0.00020962077542208135	7.130760786822066e-05	1.9855537175317295e-05	9.975927241612226e-05	3.6913028452545404e-05	6.592716090381145e-05	1.9455528672551736e-05	6.773832137696445e-05
hsa-miR-5003-3p	2.509238947823178e-05	1.552065987198148e-05	2.689125540200621e-05	4.8285754019161686e-05	1.9703984435182065e-05	1.9875154976034537e-05	2.4629021936561912e-05	2.429036976536736e-05	4.2801344534382224e-05	2.352758019696921e-05	2.0444664187380113e-05
hsa-miR-5003-5p	1.726057416817639e-05	1.6792606402304955e-05	2.2699294277117588e-05	3.099975947407074e-05	1.5336903743445873e-05	7.427275249938248e-06	2.5466613806202076e-05	3.25596374750603e-05	1.1230284144403413e-05	4.6859953727107495e-05	3.185692185070366e-05
hsa-miR-5004-3p	0.00011504812573548406	8.90177398105152e-05	0.0002211501559941098	0.00015227434050757438	0.00017751369159668684	8.010525198187679e-05	0.00012194466398796067	0.00011318903125356883	0.00010262362047797069	0.00014654899132438004	0.00017238456348422915
hsa-miR-5004-5p	0.00015240302309393883	3.3842627544800052e-06	7.73262363509275e-05	7.29255989426747e-05	0.00010621231922414154	0.0001538928336231038	7.068485138006508e-05	4.6977940655779094e-05	0.00011876750068040565	5.230269835010404e-06	0.00010052184370579198
hsa-miR-5006-3p	8.849408914102241e-06	1.3375449270824902e-05	2.2573516616830602e-05	2.939254409284331e-05	1.501258975622477e-05	1.47376422319212e-05	8.506971425958909e-06	8.565193638787605e-06	1.0638111234584358e-05	1.0778443538583815e-05	1.0335154911444988e-05
hsa-miR-5006-5p	1.976856219698675e-05	1.2540087482193485e-05	1.8577284208731726e-05	2.270427103212569e-05	8.78606442711316e-06	1.2004874406557065e-05	3.206617839168757e-05	2.8146663680672646e-05	1.543555481475778e-05	3.617239053710364e-05	1.8156119040213525e-05
hsa-miR-5007-3p	5.361225703381933e-06	2.6281527425453532e-06	7.366434601863148e-06	4.2534738895483315e-06	3.396042529857368e-06	2.815570042002946e-06	6.513700100185815e-06	3.153861371174571e-06	4.1045318539545406e-06	4.415150215208996e-06	6.249137186387088e-06
hsa-miR-5007-5p	2.31167473430105e-06	1.7925802922036382e-06	5.6548828979430255e-06	6.057206519471947e-06	2.710174157982692e-06	2.0081715774722397e-06	2.6600607725413283e-06	2.540811465223669e-06	2.644170763232978e-06	2.7420633159636054e-06	3.592499069782207e-06
hsa-miR-5008-3p	1.583950870553963e-05	1.0629912139847875e-05	1.8467606423655525e-05	1.1702162737492472e-05	1.0795124580909032e-05	8.07996912044473e-06	1.4041693248145748e-05	1.4448867659666575e-05	2.1899631974520162e-05	3.904000550392084e-05	1.9799534129560925e-05
hsa-miR-5008-5p	1.5368416370620253e-06	1.4358422504301416e-06	2.1223856947472086e-06	1.4923928119969787e-06	1.5522550711466465e-06	1.282614107367408e-06	6.6918727270604e-07	1.2067075658706017e-06	1.7862886352304486e-06	1.127853920479538e-06	1.17949127798056e-06
hsa-miR-5009-3p	6.561579084518598e-06	8.566028554923832e-06	2.3670039809076115e-05	7.88796751294285e-06	1.673543556535151e-05	8.312013960676268e-06	1.1691396139212884e-05	1.0407274203316774e-05	9.974256499845069e-06	2.0353161744424142e-05	1.4387043847818859e-05
hsa-miR-5009-5p	5.397585118771531e-05	1.8117696527042426e-05	4.490544961299747e-05	8.061833796091378e-05	5.1543589506763965e-05	1.9128066924167797e-05	7.905601523816586e-05	4.4206717575434595e-05	2.841577588696964e-05	1.9411923858569935e-05	2.7176994990441017e-05
hsa-miR-500a-3p	1.0666528396541253e-05	1.7556581042299513e-06	6.8028107307327446e-06	4.999146767659113e-06	2.8914887479913887e-06	4.369644557300489e-06	6.10149936619564e-06	1.0872573511733208e-05	2.413937636447372e-06	5.392302682594163e-06	5.336471531336429e-06
hsa-miR-500a-5p	4.584221096592955e-05	3.25152650475502e-05	1.4281531548476778e-05	9.983048948924989e-05	2.2435942810261622e-05	1.3680336451216135e-05	9.189022239297628e-05	2.4390827093156986e-05	2.8696344088530168e-05	2.3873933969298378e-05	1.8619144611875527e-05
hsa-miR-500b-3p	1.0609249329718295e-05	3.996192754129879e-05	2.492124622222036e-05	2.314280027349014e-05	4.3877174903173e-05	7.561421625723597e-06	2.3739905373076908e-05	1.2906855772598647e-05	1.2526691534731071e-05	9.830330964177847e-05	1.2393933502607979e-05
hsa-miR-500b-5p	3.7396748666651547e-06	3.4135002806578996e-06	8.762790457694791e-06	3.934421783924336e-06	7.2946922955452465e-06	7.225182798720198e-06	5.022107870900072e-06	2.2378187622962287e-06	4.523441475612344e-06	2.6045881895697676e-06	3.0184610295691527e-06
hsa-miR-501-3p	6.857865628262516e-06	8.955850717029534e-06	1.521820104244398e-05	1.7516644220449962e-05	2.478613350831438e-05	3.0180479370756075e-05	2.580127511464525e-05	2.972030415548943e-06	1.8729086150415242e-05	1.4342857866722625e-05	7.409569661831483e-06
hsa-miR-501-5p	3.40614169545006e-05	8.532746142009273e-05	1.650384729146026e-05	4.1747283830773085e-05	3.005698454217054e-05	1.953735772985965e-05	4.580905078910291e-05	3.18062084261328e-05	3.6113815440330654e-05	2.405291161267087e-05	3.296855720691383e-05
hsa-miR-5010-3p	4.367604196886532e-05	4.6415760152740404e-05	6.866267358418554e-05	0.00015657886979170144	4.3159165215911344e-05	3.6854424251941964e-05	4.3867625208804384e-05	3.500199454720132e-05	3.113184357061982e-05	2.4317883799085394e-05	5.259787576505914e-05
hsa-miR-5010-5p	5.084013082523597e-06	2.4206833586504217e-06	5.969172889308538e-06	1.2257426533324178e-05	4.507602625380969e-06	4.5372953536571e-06	1.2330969184404239e-05	3.94757216781727e-06	1.395510116708465e-05	1.038587561197346e-05	2.032452584899147e-06
hsa-miR-5011-3p	4.608386461768532e-06	4.823188646696508e-06	2.7232026695855893e-06	5.282407073536888e-06	4.599163730745204e-06	3.88015496355365e-06	5.507645255420357e-06	5.770541065430734e-06	5.312394932843745e-06	6.759451025573071e-06	6.578065949724987e-06
hsa-miR-5011-5p	0.00023682609025854617	7.048949191812426e-05	0.0004798595909960568	0.00016063058865256608	5.2919043810106814e-05	0.00016149207658600062	0.0008215629495680332	0.00026859447825700045	0.00018533649563323706	0.0004403766943141818	0.000132074230350554
hsa-miR-502-3p	7.195900252554566e-06	1.137941944762133e-05	5.334651632438181e-06	1.2934495316585526e-05	2.3138360120356083e-05	3.4687338484218344e-05	2.176482666982338e-05	4.059113962284755e-06	1.1858701327582821e-05	1.6825926650199108e-05	1.0383292647020426e-05
hsa-miR-502-5p	7.088490383466706e-05	4.930695649818517e-05	0.00015343159611802548	0.00014235821436159313	0.00010504317469894886	7.672874198760837e-05	7.415110303554684e-05	7.360560266533867e-05	6.265528645599261e-05	3.7506793887587264e-05	6.846095493528992e-05
hsa-miR-503-3p	2.053129719570279e-06	2.237203261756804e-06	7.749017640890088e-06	3.030716015928192e-06	2.3878396859799977e-06	3.9680298868916e-06	2.3788597900420427e-06	1.8657874534255825e-06	5.92406649957411e-06	4.369867838249775e-06	2.935759994215914e-06
hsa-miR-503-5p	8.406698725593742e-06	5.390702426666394e-06	1.091159265342867e-05	2.8651060347328894e-05	1.0059144187835045e-05	9.119731657847296e-06	1.2649839845835231e-05	4.281103429093491e-06	5.523945219465531e-06	5.000680630473653e-06	5.473395958688343e-06
hsa-miR-504-3p	1.2901696209155489e-05	8.77258298714878e-06	1.705084287095815e-05	1.7575610399944708e-05	9.091219908441417e-06	6.2764079302723985e-06	1.4026750250195619e-05	9.683659300208092e-06	9.494034202361945e-06	1.6007095837267116e-05	6.749495696567465e-06
hsa-miR-504-5p	6.7177379605709575e-06	1.1812134289357346e-05	1.570028871356044e-05	2.056022458418738e-05	1.4383625057234894e-05	1.0686814675864298e-05	5.573810085479636e-06	7.845445907150861e-06	6.452566594816744e-06	2.2745291516912403e-06	5.412894552137004e-06
hsa-miR-5047	1.3567154383054003e-05	2.781604962365236e-06	1.6912106730160303e-05	1.3437518646242097e-05	7.302086942218011e-06	4.839850134885637e-06	7.45890747566591e-06	4.028857347293524e-06	4.9201353249372914e-06	1.4584133168682456e-05	1.502669147157576e-05
hsa-miR-505-3p	4.928012003801996e-06	1.3034269613854121e-05	1.7367961845593527e-05	1.900242205010727e-05	6.760063115507364e-06	8.715136573300697e-06	8.048041308938991e-06	1.443758446839638e-05	3.557645186447189e-06	1.1786949471570551e-05	5.633228283841163e-06
hsa-miR-505-5p	5.197111931920517e-07	4.391132222281158e-07	5.475127409226843e-07	4.768558596879302e-07	3.847057712391688e-07	4.973751401848858e-07	7.569930176032358e-07	5.47713796095195e-07	7.886112030064396e-07	4.4534644416671654e-07	7.419962457788642e-07
hsa-miR-506-3p	0.00036814005579799414	0.0002681850746739656	0.00023100349062588066	0.0010836431756615639	0.00012265820987522602	0.00037332228384912014	0.0018303858814761043	0.0001588867453392595	0.00039767264388501644	0.0004266841569915414	0.0004698374541476369
hsa-miR-506-5p	9.878629498416558e-06	7.87847147876164e-06	1.5296544006559998e-05	1.4674429621663876e-05	1.1556795470824e-05	1.1855717275466304e-05	2.221535032731481e-05	8.596523912274279e-06	4.798477220901987e-06	1.2165080079284962e-05	8.888351658242755e-06
hsa-miR-507	0.00016834195412229747	0.0005535665550269186	0.0001794355921447277	0.0004792580148205161	0.00017745571676641703	0.0002029595780186355	0.0005337665788829327	0.0006071832031011581	0.0004625688015948981	0.00024356640642508864	0.0001667907345108688
hsa-miR-508-3p	6.693707109661773e-05	6.453925743699074e-05	9.205902460962534e-05	0.00012228904233779758	7.1552480221726e-05	5.82144275540486e-05	0.00012794975191354752	7.213211210910231e-05	7.675820961594582e-05	0.00016508127737324685	0.00011652887042146176
hsa-miR-508-5p	0.00020651261729653925	0.00015939166769385338	3.216606273781508e-05	0.0001412089040968567	0.00015778964734636247	2.0130837583565153e-05	8.366188558284193e-05	7.147739961510524e-05	6.787207530578598e-05	0.00019864186469931155	0.00012375110236462206
hsa-miR-5087	2.517394932510797e-06	3.971786100009922e-06	3.8911530282348394e-06	3.910549821739551e-06	2.6920888558379374e-06	2.970027708215639e-06	4.602725311997347e-06	2.455645926602301e-06	3.5443072192720138e-06	4.052932581544155e-06	3.914602530130651e-06
hsa-miR-5088-3p	1.649494697630871e-05	6.292227226367686e-06	1.5854764569667168e-05	2.299974403285887e-05	5.233002866589231e-06	9.349939318781253e-06	3.492297764751129e-06	1.1456796528364066e-05	2.089589361276012e-05	3.5237828797107795e-06	4.7587886911060195e-06
hsa-miR-5088-5p	5.5206846809596755e-06	7.864809049351607e-06	6.89854277879931e-06	1.0646878763509449e-05	6.97508585290052e-06	4.546412128547672e-06	5.918508122704225e-06	4.743725639855256e-06	9.250888979295269e-06	5.737238552683266e-06	5.172639248485211e-06
hsa-miR-5089-3p	4.630134208127856e-05	3.12112424580846e-05	3.703666152432561e-05	3.636152177932672e-05	2.300893720530439e-05	2.8250897230464034e-05	2.5061755877686664e-05	1.296629216085421e-05	2.4546145141357556e-05	9.217647311743349e-05	2.147699342458509e-05
hsa-miR-5089-5p	6.124576430011075e-06	1.1848040912809665e-06	9.56083295022836e-06	3.798047146119643e-06	8.087713467830326e-06	9.82611072686268e-06	7.336150247283513e-06	7.758553692838177e-06	4.766153779200977e-06	8.071778211160563e-06	5.946933924860787e-06
hsa-miR-509-3-5p	2.865885562641779e-06	1.3372260582400486e-05	5.5961259931791574e-05	1.4523458048643079e-05	3.624556484282948e-06	3.0852275813231245e-05	6.848162684036652e-06	4.9646285333437845e-05	2.3862656234996393e-05	2.8526270398288034e-05	6.692843453492969e-05
hsa-miR-509-3p	1.6956317949734512e-06	1.7108548036048887e-06	3.1886668239167193e-06	1.4020698699823697e-06	1.7620332073420286e-06	2.790017333609285e-06	3.022721557499608e-06	2.5133001599897398e-06	1.6207782209676225e-06	3.80457845494675e-06	2.9643517791555496e-06
hsa-miR-509-5p	0.000376038602553308	0.0004191925982013345	0.0007334953406825662	6.579485489055514e-05	0.00010695469245547429	0.00018543370242696255	0.0002226523356512189	5.736622551921755e-05	0.00010306480544386432	0.00011862849351018667	0.00023257175053004175
hsa-miR-5092	1.4533343062339554e-07	3.4286503591829387e-07	4.974581315764226e-07	1.457881580790854e-06	3.5009102816729865e-07	5.790543582406826e-07	1.4399455494640279e-06	5.413704684542608e-07	6.010542392687057e-07	1.5898432081939973e-07	9.74259592112503e-07
hsa-miR-5093	0.00010314022074453533	0.0003625031094998121	0.00015424475714098662	3.9826751162763685e-05	0.00018143074703402817	0.00018946667842101306	0.0005200367304496467	2.4490022042300552e-05	0.00014617317356169224	0.00015756611537653953	3.6752186133526266e-05
hsa-miR-5094	1.162594162451569e-05	2.436935574223753e-05	2.919262260547839e-05	3.261208621552214e-05	1.726703703752719e-05	2.099783523590304e-05	8.526416422682814e-06	9.990075341193005e-06	1.0349561307521071e-05	5.187861916056136e-06	1.285494818148436e-05
hsa-miR-510-3p	2.879192106775008e-05	2.7169844543095678e-05	7.07576546119526e-05	5.974665327812545e-05	2.8244352506590076e-05	2.22891139856074e-05	5.087172394269146e-05	3.901311720255762e-05	3.417757397983223e-05	7.542690582340583e-05	5.678184606949799e-05
hsa-miR-510-5p	5.9220506955171004e-05	2.8247584850760177e-05	8.027338481042534e-05	4.794613050762564e-05	2.9586657547042705e-05	2.891810618166346e-05	4.872526915278286e-05	4.310637814342044e-05	7.250856288010255e-05	3.913920954801142e-05	5.801152656204067e-05
hsa-miR-5100	1.6632606275379658e-05	2.4053062588791363e-05	2.0318579117883928e-05	0.00013040695921517909	1.0885333722399082e-05	2.6354049623478204e-05	4.358332262199838e-06	2.9984183129272424e-05	1.0127469977305736e-05	4.9477101129014045e-05	1.7703521734802052e-05
hsa-miR-511-3p	1.4121244930720422e-05	1.616471854504198e-05	1.6054818843258545e-05	5.300009888742352e-06	7.406197255477309e-06	1.2192281246825587e-05	1.26643926705583e-05	1.8980776076205075e-05	1.7486861906945705e-05	1.0315045983588789e-05	1.8518849174142815e-05
hsa-miR-511-5p	7.106227712938562e-05	5.172028613742441e-05	4.411851114127785e-05	0.00019282044377177954	5.99779341428075e-05	3.0409459213842638e-05	5.9538208006415516e-05	0.00010492515139048919	0.00010443978680996224	6.590879638679326e-05	8.300900663016364e-05
hsa-miR-512-3p	0.0004676150274462998	0.00019011760014109313	0.001091896672733128	0.0001545223203720525	0.00020013442554045469	1.9024468201678246e-05	0.0006037281709723175	0.0007078446797095239	0.000589444418437779	0.0008410706650465727	0.0005705876974388957
hsa-miR-512-5p	1.927313633132144e-06	1.1491323448353796e-06	1.8068179770125425e-06	2.1841890429641353e-06	9.926045549946139e-07	1.563844762131339e-06	8.197485840355512e-06	1.3862035075362655e-06	1.7485311900600209e-06	1.5156894050960545e-06	1.3309476116774022e-06
hsa-miR-513a-3p	2.9275441193021834e-05	1.6042144125094637e-05	9.419368871022016e-05	4.9948292144108564e-05	2.5313971491414122e-05	3.2956879294943064e-05	4.228405305184424e-05	2.594367651909124e-05	2.341566505492665e-05	1.3947893421573099e-05	4.571965109789744e-05
hsa-miR-513a-5p	0.00017571364878676832	0.00010322895832359791	0.0002157159906346351	0.00024347098951693624	0.0002351755538256839	9.391427010996267e-05	0.0003488532092887908	0.00014018919318914413	0.00016104846145026386	6.0178732383064926e-05	2.5704495783429593e-05
hsa-miR-513b-3p	3.945506250602193e-05	2.891097574320156e-05	2.8790505893994123e-05	6.840465357527137e-05	1.7421330994693562e-05	2.7402100386098027e-05	1.9351713490323164e-05	3.947481673094444e-06	9.034027243615128e-06	2.8649854357354343e-05	3.4905733627965674e-05
hsa-miR-513b-5p	0.0009941298048943281	0.0005700448527932167	0.0010167956352233887	0.00029081953107379377	0.0010951061267405748	0.0008093258365988731	7.298569107661024e-05	2.1066874978714623e-05	0.000760930182877928	0.00022969716519583017	0.0008319691987708211
hsa-miR-513c-3p	3.877941708196886e-05	2.1180872863624245e-05	8.600894216215238e-05	7.892418216215447e-05	2.269347351102624e-05	5.18346278113313e-05	6.457662675529718e-05	4.884647933067754e-05	5.305278318701312e-05	8.71013107826002e-05	3.197649130015634e-05
hsa-miR-513c-5p	2.2485020963358693e-05	3.716975697898306e-05	2.8218564693816006e-05	5.2124494686722755e-05	2.6802541469805874e-05	2.118579504895024e-05	8.001315291039646e-05	3.389026824152097e-05	2.5199098672601394e-05	2.9173183065722696e-05	1.899601920740679e-05
hsa-miR-514a-3p	3.5753137126448564e-06	4.656450073525775e-06	6.454642516473541e-06	8.90804767550435e-06	4.530386831902433e-06	3.9981105146580376e-06	5.5940804486454e-06	2.7658575163513888e-06	3.692788141052006e-06	1.5773979384903214e-06	3.828516128123738e-06
hsa-miR-514a-5p	2.0790980670426507e-06	1.5804276927156025e-06	2.5058268420252716e-06	3.6827882468060125e-06	2.8073807243345072e-06	1.434781552234199e-06	1.9602016436692793e-06	2.180549699914991e-06	1.2300279195187613e-06	3.586962975532515e-06	2.2183564851729898e-06
hsa-miR-514b-3p	0.00011770364653784782	0.00011537002137629315	0.00016917771426960826	0.0001782784820534289	4.7311430535046384e-05	8.718910976313055e-05	0.00016682062414474785	0.00022771388466935605	0.00012299798254389316	5.184942710911855e-05	6.346299778670073e-05
hsa-miR-514b-5p	1.0609480341372546e-05	1.9099481505691074e-05	1.9746054022107273e-05	2.1169180399738252e-05	2.917008168878965e-05	1.0421416845929343e-05	3.9069942431524396e-05	1.4276457477535587e-05	3.796428063651547e-05	4.9866204790305346e-05	4.0249029552796856e-05
